Artist,Album,Song,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Travis Scott,UTOPIA,I KNOW ?,6wsqVwoiVH2kde4k4KKAFU,0.927,0.619,5,-4.441,0,0.0539,0.0186,0,0.104,0.817,117.995,211582,4
Travis Scott,UTOPIA,DELRESTO (ECHOES) (feat. Beyoncé),6EpZVG2zXeXGUitW8979U8,0.493,0.61,2,-6.302,0,0.0539,0.473,0,0.329,0.527,118.688,274138,4
Travis Scott,UTOPIA,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4
Travis Scott,UTOPIA,MELTDOWN (feat. Drake),4kJn7armCJDav48yCu3yKh,0.583,0.478,7,-6.742,1,0.0465,0.000219,0.883,0.393,0.172,111.989,247333,4
Travis Scott,UTOPIA,SIRENS,7LSpFCvRZZot2AlmkUzy9k,0.588,0.88,9,-6.117,0,0.0747,0.0976,0.000167,0.767,0.242,96.003,204447,3
Travis Scott,UTOPIA,GOD'S COUNTRY,4TCeFZNjGNQIpCuZmJkkE2,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92E-06,0.118,0.212,139.988,204800,4
Travis Scott,UTOPIA,MY EYES,4kjI1gwQZRKNDkw1nI475M,0.455,0.621,0,-7.694,0,0.0517,0.651,2.59E-06,0.123,0.28,119.043,251250,4
Travis Scott,UTOPIA,MODERN JAM (feat. Teezo Touchdown),3KCNiDi9Pza6ZD8FggNoaw,0.517,0.539,9,-6.474,0,0.038,0.000564,1.40E-05,0.537,0.531,108.984,255413,4
Travis Scott,UTOPIA,THANK GOD,1PH2MDbcBAU094DlgTIND1,0.657,0.553,10,-7.08,0,0.0394,0.254,0,0.129,0.576,134.925,184889,4
Lil Yachty,Lil Boat 3.5,COFFIN,5vDNippoMr52KpXBO9b9KQ,0.92,0.547,6,-4.98,0,0.272,0.0241,1.45E-06,0.0998,0.606,138.05,89536,4
Kendrick Lamar,Mr. Morale & the Big Steppers,N95,6AI3ezQ4o3HUoP6Dhudph3,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,274192,4
Kanye West,Donda,Off the Grid,6LNoArVBBVZzUTUiAX2aKO,0.546,0.64,8,-5.582,1,0.37,0.0438,0,0.137,0.63,137.728,339250,4
Aaron May,CHASE,Let Go,7cLnbmx7ZUWAwyocrKz3wL,0.87,0.498,9,-8.339,0,0.0622,0.046,0,0.146,0.692,110.017,176532,4
Lil Tecca,Virgo World,Out Of Love (feat. Internet Money),0IJA9KP6rT55jrP1YpTdhx,0.732,0.636,7,-6.162,0,0.0497,0.0847,0,0.241,0.358,138.061,153627,4
Mustard,Parking Lot,Parking Lot,4HFNGbVmsMV5lHUvDuXLkl,0.54,0.86,1,-5.763,1,0.081,0.00646,0,0.629,0.856,171.72,207893,4
KIDS SEE GHOSTS,KIDS SEE GHOSTS,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,0.765,0.542,1,-6.755,1,0.39,0.278,1.87E-05,0.609,0.734,171.945,153351,4
Travis Scott,ASTROWORLD,COFFEE BEAN,4CLktmKM775TQvUTSWvrVI,0.945,0.448,4,-7.664,0,0.0612,0.192,0,0.143,0.601,106.969,212490,4
Travis Scott,ASTROWORLD,HOUSTONFORNICATION,11kDth1aKUEUMq9r1pqyds,0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140,196138,4
Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4
Travis Scott,ASTROWORLD,WHO? WHAT!,11kDth1aKUEUMq9r1pqyds,0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140,196138,4
Travis Scott,ASTROWORLD,CAN'T SAY,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,190557,4
Travis Scott,ASTROWORLD,YOSEMITE,11kDth1aKUEUMq9r1pqyds,0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140,196138,4
Travis Scott,ASTROWORLD,NC-17,42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4
Travis Scott,ASTROWORLD,5% TINT,27a1mYSG5tYg7dmEjWBcmL,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,198408,4
Travis Scott,ASTROWORLD,WAKE UP,20MuVazoNMv6xjKPnRFOxG,0.741,0.645,11,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07,231964,4
Travis Scott,ASTROWORLD,SKELETONS,6NMtzpDQBTOfJwMzgMX0zl,0.46,0.686,0,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054,145588,4
Travis Scott,ASTROWORLD,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045,218284,4
Travis Scott,ASTROWORLD,STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,0.588,0.567,4,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009,338438,4
Travis Scott,ASTROWORLD,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb,0.607,0.609,0,-5.978,0,0.291,0.389,1.60E-05,0.111,0.556,74.946,185610,4
Travis Scott,ASTROWORLD,CAROUSEL,7KZ5MMVgBVox9ycroB2UrI,0.428,0.403,5,-5.914,0,0.209,0.229,0,0.22,0.133,95.387,180183,5
Travis Scott,ASTROWORLD,STARGAZING,7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05E-06,0.189,0.0564,150.007,270715,4
Kupla,Dimensions,Lemonade,17ii0mtdHgcLzojE9Yi0wm,0.804,0.743,11,-11.735,1,0.216,0.478,0,0.195,0.972,79.978,94125,4
Kupla,Somewhere. Nowhere.,End of the Road,3cjfsbCvz9dGaSt1F9jKNl,0.356,0.169,9,-15.076,0,0.0331,0.85,4.68E-05,0.181,0.131,147.124,169507,4
Kupla,Somewhere. Nowhere.,Slumber Song,4XSnavZ9PJWdWxQeR8EZq7,0.411,0.334,9,-13.882,0,0.0356,0.571,0.0304,0.231,0.676,201.483,104299,4
Kupla,Somewhere. Nowhere.,Elsewhere,2jLtkF99lmlR1GnIPEI5tc,0.473,0.451,8,-8.49,0,0.0504,0.836,0.9,0.151,0.421,148.35,125823,4
Kupla,Somewhere. Nowhere.,It's Like You Never Left,5swBh1edZAtBwUV6TvrQ3v,0.726,0.434,2,-8.223,0,0.0798,0.695,0.716,0.128,0.17,144.005,140000,4
Kupla,Somewhere. Nowhere.,Endurance,3UNzdbfjJhjHRNwg7SDmg6,0.53,0.76,0,-5.362,0,0.182,0.722,1.64E-06,0.106,0.593,131.274,209109,5
Kupla,Somewhere. Nowhere.,Noir,75Co93xb3dzbnliFW9SjrT,0.705,0.886,8,-1.621,0,0.0736,0.286,0.00505,0.154,0.817,120.106,164000,4
Kupla,Somewhere. Nowhere.,Giants,1ZqZzXdWGlrD1jy9R3aC8g,0.641,0.397,6,-7.895,1,0.0426,0.901,0.811,0.18,0.308,80.191,150000,4
Kupla,Somewhere. Nowhere.,Carousel,3QPwjDwTJ41nnCbdCAoXl5,0.723,0.394,1,-10.537,1,0.0803,0.684,0.5,0.107,0.362,145.974,159409,4
Kupla,All Natural,Never Forget,0Ez0HcZneugrMqIYjlmBFR,0.591,0.5,8,-7.827,0,0.0413,0.535,0.36,0.708,0.0909,88.022,112519,3
Kupla,Mirage,Paradise,3UlZ1wcoYZOh4wG9ZWJPyc,0.543,0.786,2,-6.422,0,0.0531,0.316,0.268,0.152,0.576,102.898,273283,4
Kupla,Lofi Girl x Chess.com - Chill beats to play chess to,Observer,1fr6uMocz8fNcIqDhKG7mu,0.374,0.905,7,-5.441,1,0.0511,3.08E-05,0.776,0.287,0.399,139.98,150460,4
Kupla,Life Forms,Eons,486udeYjJtmCKEVQeRU9Ym,0.456,0.725,9,-7.019,1,0.0274,0.0228,0,0.404,0.887,144.905,162617,4
Kupla,Kingdom in Blue,Sleepy Little One,0dGZMIUo1X38IuzmHZMxVT,0.591,0.439,6,-11.073,0,0.0446,0.793,0.637,0.707,0.134,77.918,153846,4
Kupla,Kingdom in Blue,Roots,6IUqPEhzJz4k76s3JS5hJX,0.24,0.8,8,-11.809,1,0.0598,0.000117,0.463,0.397,0.601,174.423,210205,4
Kupla,Melody Mountain,Lavender,0s4Wu6gCMlOF3kWFR9smfG,0.804,0.314,9,-11.068,0,0.0951,0.302,0.914,0.192,0.187,78.934,154818,4
Kupla,Kingdom in Blue,Kingdom in Blue,5hTweMt7B9nNgpC8T83vWe,0.329,0.876,1,-6.188,1,0.064,8.08E-06,0.767,0.202,0.0452,169.94,329107,4
Katsu Hoshi,Only Yesterday Image Album,Safflower - Piano Version,6TYRnUhbIi830ERWtGKbSy,0.32,0.0456,0,-31.066,1,0.0475,0.993,0.937,0.0761,0.189,171.078,123160,4
Umitaro Abe,Cahier de musique / 音楽手帖,Autour De L Amandier En Fleur,0eNflwUrQmGAD0ta2rlO4q,0.77,0.15,0,-21.488,1,0.056,0.974,0.929,0.0735,0.812,212.064,118560,4
C418,Minecraft - Volume Beta,Kyoto,1goLLB3LX9bNeVsFeRY5ho,0.299,0.0318,0,-18.611,1,0.0378,0.947,0.968,0.101,0.0344,68.902,249000,3
C418,Minecraft - Volume Beta,Aria Math,4K0odcECsBvgzv9Lr9z4kd,0.523,0.456,4,-13.393,0,0.0623,0.754,0.915,0.0966,0.542,167.999,310000,4
C418,Minecraft - Volume Beta,Concrete Halls,58Gi98Nvrjo7qVI1dHOqFD,0.439,0.907,7,-7.942,1,0.101,0.00252,0.436,0.106,0.0395,117.464,282693,4
C418,Minecraft - Volume Beta,Moog City 2,1kKaRzjW8OiGLriIdpXHT1,0.251,0.0771,4,-24.893,0,0.0383,0.931,0.947,0.101,0.232,141.715,180000,4
Lloyd Vaan,Lens Flare,Present,6Zrs6gUUaSkM1Z7d0FxOlF,0.227,0.00268,3,-27.348,1,0.06,0.951,0.912,0.109,0.228,64.26,146000,4
C418,Minecraft - Volume Alpha,Subwoofer Lullaby,1OJxI8lIWRqBvouJxW1nzN,0.329,0.0141,0,-23.72,1,0.0398,0.921,0.919,0.104,0.0387,74.011,208562,4
Øneheart,snowfall,snowfall,4xF4ZBGPZKxECeDFrqSAG4,0.466,0.0918,10,-26.813,1,0.0269,0.929,0.803,0.439,0.0841,95.014,124066,4
Austin Farwell,New Home (Slowed),New Home (Slowed),6h6runZeeczWEuEW2pFvYW,0.356,0.00558,11,-27.72,1,0.0417,0.99,0.934,0.0991,0.122,70.012,174521,4
Bill Kiley,Katana Zero (Original Soundtrack),Rain On Brick,1kKFZIMiyRKE6QlRjKRPXd,0.325,0.683,10,-6.418,0,0.0551,0.418,0,0.946,0.33,97.592,302867,4
Jeremy Soule,The Elder Scrolls V: Skyrim: Original Game Soundtrack,Secunda,62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,2,-6.472,1,0.0438,0.0404,0,0.182,0.287,108.808,318227,4
Super Guitar Bros,Ocarina of Time,Fairy Fountain,3uhGWxwYdkwzI9vHITtaza,0.414,0.294,1,-15.648,0,0.043,0.966,0.789,0.0879,0.605,142.951,63432,4
C418,Minecraft - Volume Alpha,Key,7K7E7LKK51PezScgsvVg9Y,0.129,0.00376,3,-41.766,0,0.0379,0.993,0.382,0.0774,0.0376,147.148,65000,5
C418,Minecraft - Volume Alpha,Droopy Likes Your Face,7gyLz2xj0Wh17F29Re9ESY,0.766,0.697,2,-8.968,0,0.0398,0.47,0.901,0.116,0.406,122.009,161311,4
C418,Minecraft - Volume Alpha,Droopy Likes Ricochet,446uS2hk2kGLzVqWHnCApg,0.563,0.348,0,-17.67,1,0.0308,0.375,0.911,0.172,0.061,94.632,96234,4
C418,Minecraft - Volume Alpha,Beginning,4B3RbRUP0fl2KxaBWVUfo9,0.118,0.0224,1,-30.543,1,0.0369,0.988,0.927,0.091,0.0378,78.558,102101,4
C418,Minecraft - Volume Alpha,Danny,2Au50d6aZrsYrbxQzDjjYW,0.211,0.0262,0,-22.08,1,0.0377,0.972,0.476,0.0757,0.098,81.192,254500,4
C418,Minecraft - Volume Alpha,Dog,4YLXjoYmRGIXstTLtloHf2,0.583,0.529,10,-14.881,0,0.038,0.0484,0.917,0.106,0.0757,112.037,145750,4
C418,Minecraft - Volume Alpha,Cat,5fqjfiMOFapIb8uFcxBStH,0.433,0.0286,0,-17.597,1,0.0527,0.961,0.0102,0.0594,0.0764,110.908,281500,4
C418,Minecraft - Volume Alpha,Sweden,4NsPgRYUdHu2Q5JRNgXYU5,0.642,0.01,2,-25.164,1,0.0446,0.992,0.945,0.103,0.197,87.971,215500,4
C418,Minecraft - Volume Alpha,Excuse,1OJxI8lIWRqBvouJxW1nzN,0.329,0.0141,0,-23.72,1,0.0398,0.921,0.919,0.104,0.0387,74.011,208562,4
C418,Minecraft - Volume Alpha,Thirteen,0kzkuskPG278bhtYx2NPwY,0.595,0.285,5,-12.502,1,0.0457,0.917,0.31,0.0866,0.716,102.598,150547,4
C418,Minecraft - Volume Alpha,Chris,3zWC1keGhHYD7omS4If9TD,0.564,0.2,0,-16.207,1,0.0296,0.885,0.941,0.118,0.065,92.904,87750,4
C418,Minecraft - Volume Alpha,Clark,4o0YiMA52IzmOn5yIdIhu5,0.217,0.00638,9,-23.367,0,0.0399,0.982,0.853,0.0732,0.0395,81.578,191750,4
C418,Minecraft - Volume Alpha,Mice on Venus,5fqjfiMOFapIb8uFcxBStH,0.433,0.0286,0,-17.597,1,0.0527,0.961,0.0102,0.0594,0.0764,110.908,281500,4
C418,Minecraft - Volume Alpha,Équinoxe,37WtwAa4PzRprHMp7Esdds,0.436,0.101,9,-18.344,0,0.0342,0.919,0.391,0.0927,0.252,91.154,114875,4
C418,Minecraft - Volume Alpha,Oxygène,3sbcAG3y97g63yDSVMf38o,0.158,0.00832,9,-30.666,0,0.0417,0.569,0.816,0.0828,0.0313,107.295,65125,3
C418,Minecraft - Volume Beta,Blind Spots,6jdrVuAbbvcEbUXy1V2HxM,0.556,0.579,4,-11.454,1,0.0487,0.876,0.944,0.0528,0.646,187.978,188750,4
C418,Minecraft - Volume Beta,Mutation,10GI1Viariv5rg9kwkxysK,0.674,0.803,1,-2.212,1,0.0909,0.000548,0.0487,0.0795,0.0356,108.717,202763,1
C418,Minecraft - Volume Alpha,Moog City,1kKaRzjW8OiGLriIdpXHT1,0.251,0.0771,4,-24.893,0,0.0383,0.931,0.947,0.101,0.232,141.715,180000,4
C418,Minecraft - Volume Beta,Taswell,1uFqiHM1RBjVTdjqVf1Tq3,0.515,0.527,4,-8.12,1,0.0337,0.495,0,0.237,0.531,123.627,156400,4
C418,Minecraft - Volume Beta,Haunt Muskie,3ldyywwove50bW6LR2SYvE,0.518,0.278,0,-17.999,1,0.0337,0.894,0.93,0.0763,0.038,121.979,361677,4
C418,Minecraft - Volume Beta,Beginning 2,4B3RbRUP0fl2KxaBWVUfo9,0.118,0.0224,1,-30.543,1,0.0369,0.988,0.927,0.091,0.0378,78.558,102101,4
C418,Minecraft - Volume Beta,Ballad of the Cats,2itBJTmhXvA2cInJ9aC7J6,0.182,0.0315,4,-23.007,1,0.0425,0.572,0.89,0.209,0.0319,66.014,275500,3
Foreign Air,For the Light,In The Shadows,20TYc2OwFNxPVFRT2LYmZH,0.601,0.758,0,-8.004,1,0.035,0.151,0.862,0.11,0.153,116.067,233927,4
68+1,poisoned,poisoned,43GS3mtezoIFiuIZCLLiDY,0.531,0.632,6,-5.557,1,0.0312,0.16,1.14E-05,0.364,0.294,140.176,260173,4
mo beats,Righteous,Righteous,42WUhno3F81FUF3eQf0DzF,0.591,0.626,11,-9.294,0,0.0494,0.162,0.958,0.414,0.486,74.039,152507,4
Marzuku,Colliding Stars,At Ends,3Jt5IZqpG4VeV2LpFRhj5O,0.171,0.023,5,-28.264,1,0.0452,0.987,0.906,0.0794,0.0351,121.574,129000,3
Gunna,Banking on me,banking on me,7Fege3yv4dvehB3NdRBGwI,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68E-05,0.0953,0.46,135.143,200000,4
Hikaru Shirosu,Waltz No. 2 Robot,Waltz No. 2 Robot,6Hq5Qpmp0MCNdqj9SJ2Irt,0.37,0.0539,3,-26.098,1,0.0407,0.986,0.906,0.121,0.683,128.165,131310,4
Claude Debussy,Debussy: Orchestral Works Vol. 6,Symphony in B minor (arr. T. Finno for orchestra): II. Un poco lento cantabile,61BZ2UBzjv5i6AHadb18Lz,0.329,0.0109,5,-27.436,0,0.0538,0.969,0.398,0.105,0.0979,139.23,223493,3
C418,Minecraft - Volume Alpha,Minecraft,4NsPgRYUdHu2Q5JRNgXYU5,0.642,0.01,2,-25.164,1,0.0446,0.992,0.945,0.103,0.197,87.971,215500,4
C418,Minecraft - Volume Alpha,Haggstrom,5Q1kDli74zvXpNYFhQKrxU,0.553,0.867,9,-9.599,1,0.0473,0.000171,0.525,0.101,0.785,140.006,218093,4
Drake,Take Care (Deluxe),Take Care,124NFj84ppZ5pAxTuVQYCQ,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845,277387,4
Eminem,Recovery,Love the Way You Lie,23wfXwnsPZYe5A1xXRHb3J,0.785,0.871,4,-2.692,0,0.265,0.144,0,0.309,0.315,87.248,290427,4
Katy Perry,PRISM (Deluxe),Dark Horse,4jbmgIyjGoXjY01XxatOx6,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,4
The Wanted,The Wanted (Special Edition),Glad You Came,5yDL13y5giogKs2fSNf7sj,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,197936,4
Black Eyed Peas,The E.N.D. (The Energy Never Dies),Meet Me Halfway,6wOYnPq1hPihRepcDClPUw,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29E-05,0.324,0.4,130.002,284373,4
Maroon 5,V,Maps,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4
Naughty Boy,Hotel Cabana (Deluxe Version),La La La,36pLU2ywVeBKEF0rrKtmCB,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13E-06,0.0905,0.262,125.082,222200,4
Kungs,Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,0.793,0.717,0,-4.759,0,0.0393,0.0927,3.60E-05,0.226,0.466,121.985,195547,4
Calvin Harris,18 Months,I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,234507,4
Rae Sremmurd,SremmLife,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,0.732,0.69,0,-4.992,0,0.134,0.291,0,0.116,0.758,143.072,206307,4
Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,2yPoXCs7BSIUrucMdK5PzV,0.585,0.828,1,-4.603,1,0.124,0.00906,0,0.0426,0.584,174.034,275987,4
The Chainsmokers,Don't Let Me Down,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,0.533,0.869,11,-5.093,1,0.173,0.156,0.00538,0.136,0.425,159.805,208373,4
Imagine Dragons,Night Visions,Radioactive,54ipXppHLA8U4yqpOFTUhr,0.772,0.75,5,-3.67,0,0.0455,0.0201,0,0.074,0.587,114.061,165265,4
Calvin Harris,18 Months,Feel So Close,1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4
Ellie Goulding,Lights,Lights - Single Version,11ozIUBoXAgRTVWelDn4pL,0.703,0.731,8,-6.283,0,0.0311,0.0721,0.00191,0.138,0.719,120.028,244267,4
twenty one pilots,Blurryface,Ride,2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4
Calvin Harris,My Way,My Way,1vvNmPOiUuyCbgWmtc6yfm,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69E-05,0.161,0.536,119.986,219160,4
Vicetone,Nevada,Nevada,02shCNmb6IvgB5jLqKjtkK,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,4
OneRepublic,Native,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,0.663,0.706,1,-4.972,0,0.0383,0.0654,0,0.115,0.474,122.013,257840,4
Calvin Harris,Funk Wav Bounces Vol.1,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,230813,4
Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4
Calvin Harris,Motion,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,227267,4
Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847,4
Calvin Harris,This Is What You Came For,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
Calvin Harris,Motion,Summer,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
The Kid LAROI,THE FIRST TIME,NIGHTS LIKE THIS,1XBYiRV30ykHw5f4wm6qEn,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,86984,4
Gunna,DS4EVER,pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1
80purppp,Hex,Hex,7D7e6hm2LiNd6nLuJF6K9Q,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,122222,4
Drake,Views,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
Drake,Take Care (Deluxe),Headlines,3fpTMuD1u3gJlVI4FadVHs,0.53,0.884,0,-5.581,0,0.457,0.332,1.98E-06,0.355,0.28,87.194,319387,4
Flo Rida,Mail on Sunday,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,231400,4
Rihanna,Talk That Talk,We Found Love,1zv3WFUbZ5vPxFq9I2jAU1,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00141,0.108,0.6,127.975,215227,4
21 Savage,Issa Album,Bank Account,5eqK0tbzUPo2SoeZsov04s,0.884,0.347,8,-8.227,0,0.35,0.015,7.00E-06,0.0871,0.376,75.016,220307,4
Pyotr Ilyich Tchaikovsky,Elgar: Cello Concerto / Tchaikovsky: Rococo Variations / Dvořák: Silent Woods; Rondo,Variations on a Rococo Theme Op. 33 TH 57: Var: VI. Andante,123zFAGx0F5ScgrLrCWGDX,0.119,0.031,2,-31.179,1,0.0483,0.964,0.165,0.111,0.0388,88.858,156573,4
Gibran Alcocer,Idea 1,Idea 1,3kJACFlgn1rg0I0l4XmzLI,0.265,0.146,8,-21.134,0,0.0323,0.985,0.893,0.104,0.416,172.13,154500,5
Antonio Vivaldi,Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor RV 156 by F. Christl),Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor RV 156 by F. Christl),7HB1REjjalFLSXgXlAAwFs,0.433,0.291,2,-17.56,1,0.0501,0.903,0.907,0.367,0.631,106.65,79840,1
Wolfgang Amadeus Mozart,Mozart: Symphonies Nos. 39 40 & 41 Jupiter,Symphony No. 40 in G Minor K. 550: I. Molto allegro,5sKh1XrJIs4LpmGXeaqBbd,0.416,0.174,7,-16.689,0,0.0353,0.943,0.916,0.118,0.198,109.35,451333,4
Jake Eaw,Fall 2021 Anime Piano Vol.2,Koufukuron,0HQ7vNGVlgreXVVud61PWE,0.345,0.357,1,-19.645,0,0.0428,0.941,0.947,0.11,0.413,119.899,89875,4
Sergei Rachmaninoff,Rachmaninov Variations,Rhapsody on a Theme of Paganini Op. 43: Variation No. 18 Andante cantabile,5xcYuTciYwyCDPkOgYBAYz,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,174653,4
Eleni Karaindrou,Eternity and a Day,Eternity and a Day: 2. By The Sea,595G0No6FI82sWWsbsQEoX,0.361,0.0437,10,-27.32,0,0.0643,0.994,0.756,0.118,0.18,162.158,107000,4
Erik Satie,Gnossienne No. 1,Gnossienne No. 1,7sngGkJXISqV4sTpb8iVyK,0.333,0.0702,0,-29.102,0,0.0287,0.979,0.936,0.109,0.188,85.58,159837,4
Jake Eaw,Summer 2021 Anime Piano Vol.2,Reincarnate,2s6jWjW2PdcyRxYQAffwUE,0.571,0.247,1,-20.84,1,0.044,0.981,0.954,0.105,0.257,105.048,89928,4
Jake Eaw,Spring 2021 Anime Piano Vol. 2,Avid,12UAvBM1tiBLmKzjtQA6jT,0.459,0.694,3,-10.184,1,0.0335,0.151,0.0785,0.208,0.974,157.437,136416,4
Gunna,WUNNA,TOP FLOOR (feat. Travis Scott),4YhJ3a6kBPGJWX4Ek77sDd,0.823,0.504,8,-8.65,0,0.16,0.206,0,0.417,0.481,112.985,169907,4
Drake,Thank Me Later,Over,1wFFFzJ5EsKbBWZriAcubN,0.527,0.492,1,-9.774,1,0.279,0.0047,0,0.306,0.234,164.005,456934,4
Future,FUTURE,Mask Off,0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
Kendrick Lamar,Swimming Pools (Drank),Swimming Pools (Drank),6REbwUNlppTfcnV4d4ZoZi,0.693,0.445,8,-5.892,1,0.257,0.00625,0.000234,0.0899,0.199,74.044,247800,4
Drake,Take Care (Deluxe),The Motto,1wFFFzJ5EsKbBWZriAcubN,0.527,0.492,1,-9.774,1,0.279,0.0047,0,0.306,0.234,164.005,456934,4
Kanye West,Donda,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48E-05,0.258,0.212,118.029,226653,4
Rae Sremmurd,SR3MM,CLOSE (feat. Travis Scott) - From SR3MM,1oUudyBYVGMIC8JXeIsFzq,0.692,0.736,0,-4.993,1,0.0322,0.103,0,0.111,0.0395,140.029,193510,4
JID,DiCaprio 2,151 Rum,22WV03i2lBbwNVCE1g671p,0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983,156780,4
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),3K6U7TamNyVSWcFH8pCQHX,0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42E-05,0.111,0.464,140.978,180560,4
Takeoff,The Last Rocket,Casper,1B4gJRq61xTs6r1O0Uq2iY,0.921,0.607,1,-7.397,1,0.209,0.525,1.17E-06,0.123,0.753,140.067,197079,4
